route_name,date
1号线,2013年9月15日
2号线,2011年9月16日
3号线,2016年11月8日
4号线,2018年12月26日
5号线,2020年12月28日
6号线,2020年12月28日
9号线,2020年12月28日
机场城际线,2019年9月29日
