route_name,date
1号线,1997年6月28日
2号线,2002年12月29日
3号线,2005年12月26日
3号线(北延段),2005年12月26日
4号线,2005年12月26日
5号线,2009年12月28日
6号线,2013年12月28日
7号线,2016年12月28日
8号线,2010年9月25日
9号线,2017年12月28日
13号线,2017年12月28日
14号线,2017年12月28日
14号线支线(知识城线),2017年12月28日
21号线,2018年12月28日
APM线,2010年11月8日
广佛线,2010年11月3日
