route_name,date
1号线/罗宝线,2004年12月28日
2号线(8号线),2010年12月28日
3号线/龙岗线,2010年12月28日
4号线/龙华线,2004年12月28日
5号线/环中线,2011年6月22日
6号线,2020年8月18日
7号线/西丽线,2016年10月28日
9号线/梅林线,2016年10月28日
10号线,2020年8月18日
11号线/机场线,2016年6月28日
