route_name,date
1号线,2010年9月27日
2号线,2012年9月16日
3号线,2016年7月31日
4号线,2016年1月1日
5号线,2019年12月27日
6号线,2020年12月18日
7号线,2017年12月6日
8号线,2020年12月18日
9号线,2020年12月18日
10号线,2017年9月6日
17号线,2020年12月18日
18号线,2020年9月27日
