route_name,date
1号线,1993年5月28日
2号线,2000年6月11日
3号线,2000年12月26日
4号线,2005年12月31日
5号线,2003年11月25日
6号线,2007年12月29日
7号线,2009年12月5日
8号线,2007年12月29日
9号线,2007年12月29日
10号线,2010年4月10日
11号线,2009年12月31日
12号线,2013年12月29日
13号线,2012年12月30日
15号线,2021年1月23日
16号线,2013年12月29日
17号线,2017年12月30日
18号线,2020年12月26日
浦江线,2018年3月31日
