route_name,date
1号线,2011年7月28日
2号线,2004年11月6日
3号线,2011年12月30日
3号线北延伸段,2011年12月30日
4号线,2018年12月28日
5号线,2017年12月28日
6号线,2012年9月28日
6号线支线(国博线),2020年12月31日
10号线,2017年12月28日
环线,2018年12月28日
